system,composition,steps,job,atoms,enthalpy,enthalpy/atoms
Zr-Cu,Cu0.02,667,job5,19652,-121051.55,-6.1597572766130675
Zr-Cu,Cu0.02,667,job3,19652,-121044.62,-6.159404640749033
Zr-Cu,Cu0.02,667,job7,19652,-121030.7,-6.1586963158966
Zr-Cu,Cu0.02,667,job8,19652,-121014.37,-6.157865357215551
Zr-Cu,Cu0.02,667,job10,19652,-121057.78,-6.160074292692856
Zr-Cu,Cu0.02,667,job2,19652,-121012.21,-6.1577554447384495
Zr-Cu,Cu0.02,667,job9,19652,-121016.82,-6.1579900264604115
Zr-Cu,Cu0.02,667,job1,19652,-121020.55,-6.158179829025036
Zr-Cu,Cu0.02,667,job4,19652,-121027.19,-6.158517708121311
Zr-Cu,Cu0.02,667,job6,19652,-121064.55,-6.16041878689192
Zr-Cu,Cu0.98,667,job5,19652,-69000.287,-3.5111076226338285
Zr-Cu,Cu0.98,667,job3,19652,-69000.757,-3.5111315387746793
Zr-Cu,Cu0.98,667,job7,19652,-69021.778,-3.5122012008955834
Zr-Cu,Cu0.98,667,job8,19652,-69007.151,-3.5114569000610625
Zr-Cu,Cu0.98,667,job10,19652,-69041.744,-3.513217178913088
Zr-Cu,Cu0.98,667,job2,19652,-69041.187,-3.5131888357419094
Zr-Cu,Cu0.98,667,job9,19652,-69014.148,-3.511812945247303
Zr-Cu,Cu0.98,667,job1,19652,-69021.403,-3.5121821188683087
Zr-Cu,Cu0.98,667,job4,19652,-68997.143,-3.5109476389171586
Zr-Cu,Cu0.98,667,job6,19652,-69039.649,-3.5131105739873805
Zr-Cu,Cu0.00,667,job5,19652,-122074.97,-6.211834418888663
Zr-Cu,Cu0.00,667,job3,19652,-122030.07,-6.20954966415632
Zr-Cu,Cu0.00,667,job7,19652,-122077.75,-6.211975880317525
Zr-Cu,Cu0.00,667,job8,19652,-122073.71,-6.211770303277021
Zr-Cu,Cu0.00,667,job10,19652,-122094.05,-6.212805312436394
Zr-Cu,Cu0.00,667,job2,19652,-122089.14,-6.212555465092612
Zr-Cu,Cu0.00,667,job9,19652,-122081.69,-6.212176368817423
Zr-Cu,Cu0.00,667,job1,19652,-122079.16,-6.212047628740078
Zr-Cu,Cu0.00,667,job4,19652,-122072.65,-6.21171636474659
Zr-Cu,Cu0.00,667,job6,19652,-122075.9,-6.2118817423163035
Zr-Cu,Cu0.01,667,job5,19652,-121573.82,-6.186333197638917
Zr-Cu,Cu0.01,667,job3,19652,-121597.83,-6.187554956238551
Zr-Cu,Cu0.01,667,job7,19652,-121585.11,-6.186907693873398
Zr-Cu,Cu0.01,667,job8,19652,-121608.01,-6.188072969672298
Zr-Cu,Cu0.01,667,job10,19652,-121577.24,-6.186507225727661
Zr-Cu,Cu0.01,667,job2,19652,-121576.1,-6.186449216364747
Zr-Cu,Cu0.01,667,job9,19652,-121546.82,-6.184959291675148
Zr-Cu,Cu0.01,667,job1,19652,-121592.11,-6.187263891715856
Zr-Cu,Cu0.01,667,job4,19652,-121599.76,-6.187653165072257
Zr-Cu,Cu0.01,667,job6,19652,-121573.98,-6.186341339303888
Zr-Cu,Cu1.00,667,job5,19652,-67814.396,-3.4507630775493583
Zr-Cu,Cu1.00,667,job3,19652,-67818.391,-3.450966364746591
Zr-Cu,Cu1.00,667,job7,19652,-67759.755,-3.447982648076532
Zr-Cu,Cu1.00,667,job8,19652,-67801.638,-3.450113881538775
Zr-Cu,Cu1.00,667,job10,19652,-67828.709,-3.451491400366375
Zr-Cu,Cu1.00,667,job2,19652,-67791.438,-3.449594850396906
Zr-Cu,Cu1.00,667,job9,19652,-67775.353,-3.448776358640342
Zr-Cu,Cu1.00,667,job1,19652,-67814.988,-3.4507932017097493
Zr-Cu,Cu1.00,667,job4,19652,-67788.513,-3.4494460105841647
Zr-Cu,Cu1.00,667,job6,19652,-67773.515,-3.4486828312639934
Zr-Cu,Cu0.99,667,job5,19652,-68384.592,-3.4797777325463057
Zr-Cu,Cu0.99,667,job3,19652,-68347.662,-3.477898534500305
Zr-Cu,Cu0.99,667,job7,19652,-68340.341,-3.4775260024424997
Zr-Cu,Cu0.99,667,job8,19652,-68363.793,-3.478719366985549
Zr-Cu,Cu0.99,667,job10,19652,-68355.346,-3.478289537960513
Zr-Cu,Cu0.99,667,job2,19652,-68343.037,-3.477663189497252
Zr-Cu,Cu0.99,667,job9,19652,-68357.08,-3.4783777732546306
Zr-Cu,Cu0.99,667,job1,19652,-68359.781,-3.478515214736414
Zr-Cu,Cu0.99,667,job4,19652,-68348.714,-3.4779520659474867
Zr-Cu,Cu0.99,667,job6,19652,-68378.259,-3.479455475269693
La-Al,Al1.00,667,job5,19652,-64510.005,-3.2826177997150414
La-Al,Al1.00,667,job3,19652,-64500.59,-3.2821387136169347
La-Al,Al1.00,667,job7,19652,-64499.339,-3.2820750559739467
La-Al,Al1.00,667,job8,19652,-64483.36,-3.2812619580704254
La-Al,Al1.00,667,job10,19652,-64493.678,-3.2817869936902095
La-Al,Al1.00,667,job2,19652,-64488.49,-3.2815230002035416
La-Al,Al1.00,667,job9,19652,-64498.278,-3.282021066558111
La-Al,Al1.00,667,job1,19652,-64449.14,-3.2795206594748625
La-Al,Al1.00,667,job4,19652,-64497.185,-3.2819654488092813
La-Al,Al1.00,667,job6,19652,-64496.222,-3.2819164461632404
La-Al,Al0.99,667,job5,19652,-65210.845,-3.318280327702015
La-Al,Al0.99,667,job3,19652,-65207.757,-3.3181231935680846
La-Al,Al0.99,667,job7,19652,-65176.182,-3.3165164868715653
La-Al,Al0.99,667,job8,19652,-65203.124,-3.3178874414817834
La-Al,Al0.99,667,job10,19652,-65158.371,-3.315610166904132
La-Al,Al0.99,667,job2,19652,-65186.441,-3.3170385202523915
La-Al,Al0.99,667,job9,19652,-65190.929,-3.3172668939548138
La-Al,Al0.99,667,job1,19652,-65188.637,-3.3171502646041118
La-Al,Al0.99,667,job4,19652,-65203.83,-3.3179233665784653
La-Al,Al0.99,667,job6,19652,-65164.938,-3.3159443313657646
La-Al,Al0.01,667,job5,19652,-86375.377,-4.395246132709139
La-Al,Al0.01,667,job3,19652,-86369.868,-4.394965805007124
La-Al,Al0.01,667,job7,19652,-86309.238,-4.39188062283737
La-Al,Al0.01,667,job8,19652,-86359.707,-4.394448758396091
La-Al,Al0.01,667,job10,19652,-86378.728,-4.395416649704865
La-Al,Al0.01,667,job2,19652,-86469.375,-4.4000292591084875
La-Al,Al0.01,667,job9,19652,-86481.362,-4.400639222470995
La-Al,Al0.01,667,job1,19652,-86301.789,-4.391501577447588
La-Al,Al0.01,667,job4,19652,-86497.822,-4.401476796254834
La-Al,Al0.01,667,job6,19652,-86347.301,-4.3938174740484435
La-Al,Al0.00,667,job5,19652,-86337.779,-4.393332943211886
La-Al,Al0.00,667,job3,19652,-86472.081,-4.400166955017301
La-Al,Al0.00,667,job7,19652,-86353.026,-4.394108792998168
La-Al,Al0.00,667,job8,19652,-86583.858,-4.405854773051089
La-Al,Al0.00,667,job10,19652,-86277.456,-4.390263382861796
La-Al,Al0.00,667,job2,19652,-86450.358,-4.399061571341339
La-Al,Al0.00,667,job9,19652,-86417.491,-4.397389120700183
La-Al,Al0.00,667,job1,19652,-86453.128,-4.3992025239161405
La-Al,Al0.00,667,job4,19652,-86344.05,-4.393652045593324
La-Al,Al0.00,667,job6,19652,-86409.194,-4.396966924486057
La-Al,Al0.98,667,job5,19652,-65996.814,-3.3582746794219416
La-Al,Al0.98,667,job3,19652,-66004.843,-3.3586832383472416
La-Al,Al0.98,667,job7,19652,-65992.81,-3.3580709342560553
La-Al,Al0.98,667,job8,19652,-65997.766,-3.358323122328516
La-Al,Al0.98,667,job10,19652,-66006.273,-3.358756004477916
La-Al,Al0.98,667,job2,19652,-65978.245,-3.3573297883167106
La-Al,Al0.98,667,job9,19652,-62724.356,-3.1917543252595157
La-Al,Al0.98,667,job1,19652,-65994.914,-3.3581779971504173
La-Al,Al0.98,667,job4,19652,-66002.195,-3.358548493791981
La-Al,Al0.98,667,job6,19652,-66004.286,-3.358654895176063
La-Al,Al0.02,667,job5,19652,-86477.613,-4.400448453083656
La-Al,Al0.02,667,job3,19652,-86377.713,-4.3953650010177086
La-Al,Al0.02,667,job7,19652,-86487.865,-4.40097013026664
La-Al,Al0.02,667,job8,19652,-86519.398,-4.402574699776104
La-Al,Al0.02,667,job10,19652,-86461.77,-4.399642275595359
La-Al,Al0.02,667,job2,19652,-86469.108,-4.400015672705067
La-Al,Al0.02,667,job9,19652,-86505.073,-4.401845766334215
La-Al,Al0.02,667,job1,19652,-86463.58,-4.399734378180338
La-Al,Al0.02,667,job4,19652,-86482.799,-4.400712344799511
La-Al,Al0.02,667,job6,19652,-86484.507,-4.400799257073071
Pd-Si,Si0.00,667,job5,19652,-74759.988,-3.8041923468349275
Pd-Si,Si0.00,667,job3,19652,-74721.896,-3.8022540199470787
Pd-Si,Si0.00,667,job7,19652,-74732.337,-3.8027853144718096
Pd-Si,Si0.00,667,job8,19652,-74754.883,-3.803932576836963
Pd-Si,Si0.00,667,job10,19652,-74729.68,-3.802650111947893
Pd-Si,Si0.00,667,job2,19652,-74742.129,-3.8032835843680033
Pd-Si,Si0.00,667,job9,19652,-74749.86,-3.803676979442296
Pd-Si,Si0.00,667,job1,19652,-74744.935,-3.8034263688174232
Pd-Si,Si0.00,667,job4,19652,-74737.498,-3.8030479340525143
Pd-Si,Si0.00,667,job6,19652,-74741.395,-3.803246234479951
Pd-Si,Si1.00,667,job5,19652,-88901.507,-4.523789283533483
Pd-Si,Si1.00,667,job3,19652,-88793.113,-4.518273610828414
Pd-Si,Si1.00,667,job7,19652,-88781.366,-4.517675859963362
Pd-Si,Si1.00,667,job8,19652,-88766.799,-4.5169346122532055
Pd-Si,Si1.00,667,job10,19652,-88839.878,-4.52065326684307
Pd-Si,Si1.00,667,job2,19652,-88763.0,-4.516741298595563
Pd-Si,Si1.00,667,job9,19652,-88779.658,-4.517588947689802
Pd-Si,Si1.00,667,job1,19652,-88885.637,-4.522981732139223
Pd-Si,Si1.00,667,job4,19652,-88790.986,-4.518165377569713
Pd-Si,Si1.00,667,job6,19652,-88783.259,-4.517772186037045
Pd-Si,Si0.99,667,job5,19652,-88871.55,-4.522264909423978
Pd-Si,Si0.99,667,job3,19652,-88882.659,-4.522830195399959
Pd-Si,Si0.99,667,job7,19652,-88878.08,-4.522597191125585
Pd-Si,Si0.99,667,job8,19652,-88851.198,-4.521229289639732
Pd-Si,Si0.99,667,job10,19652,-89082.87,-4.533018013433747
Pd-Si,Si0.99,667,job2,19652,-88986.893,-4.528134184815794
Pd-Si,Si0.99,667,job9,19652,-88913.27,-4.5243878485650315
Pd-Si,Si0.99,667,job1,19652,-88945.583,-4.526032108691227
Pd-Si,Si0.99,667,job4,19652,-88956.535,-4.5265894056584575
Pd-Si,Si0.99,667,job6,19652,-89057.843,-4.531744504376144
Pd-Si,Si0.98,667,job5,19652,-89157.171,-4.536798849989823
Pd-Si,Si0.98,667,job3,19652,-89073.381,-4.532535161815591
Pd-Si,Si0.98,667,job7,19652,-89067.469,-4.5322343272949315
Pd-Si,Si0.98,667,job8,19652,-88980.503,-4.527809027071036
Pd-Si,Si0.98,667,job10,19652,-88997.578,-4.528677895379605
Pd-Si,Si0.98,667,job2,19652,-89131.338,-4.535484327294932
Pd-Si,Si0.98,667,job9,19652,-89070.816,-4.532404640749034
Pd-Si,Si0.98,667,job1,19652,-88992.098,-4.528399043354366
Pd-Si,Si0.98,667,job4,19652,-89047.382,-4.531212192143293
Pd-Si,Si0.98,667,job6,19652,-89030.2,-4.530337879096275
Pd-Si,Si0.02,667,job5,19652,-76217.504,-3.87835864034195
Pd-Si,Si0.02,667,job3,19652,-76207.567,-3.8778529920618765
Pd-Si,Si0.02,667,job7,19652,-76210.625,-3.878008599633625
Pd-Si,Si0.02,667,job8,19652,-76225.763,-3.8787789029106454
Pd-Si,Si0.02,667,job10,19652,-76216.604,-3.878312843476491
Pd-Si,Si0.02,667,job2,19652,-76210.66,-3.8780103806228374
Pd-Si,Si0.02,667,job9,19652,-76212.231,-3.8780903215957663
Pd-Si,Si0.02,667,job1,19652,-76204.429,-3.8776933136576432
Pd-Si,Si0.02,667,job4,19652,-76223.835,-3.8786807958477514
Pd-Si,Si0.02,667,job6,19652,-76223.224,-3.878649704864645
Pd-Si,Si0.01,667,job5,19652,-75462.908,-3.8399607164665173
Pd-Si,Si0.01,667,job3,19652,-75477.666,-3.8407116832892325
Pd-Si,Si0.01,667,job7,19652,-75461.425,-3.839885253409322
Pd-Si,Si0.01,667,job8,19652,-75469.605,-3.8403014960309383
Pd-Si,Si0.01,667,job10,19652,-75467.549,-3.8401968756360674
Pd-Si,Si0.01,667,job2,19652,-75455.573,-3.8395874720130267
Pd-Si,Si0.01,667,job9,19652,-75468.705,-3.8402556991654793
Pd-Si,Si0.01,667,job1,19652,-75448.436,-3.839224302869937
Pd-Si,Si0.01,667,job4,19652,-75455.815,-3.8395997862812945
Pd-Si,Si0.01,667,job6,19652,-75480.966,-3.840879605129249
Al-Sm,Sm0.01,667,job5,19652,-75567.566,-3.845286281294525
Al-Sm,Sm0.01,667,job3,19652,-75579.491,-3.845893089761856
Al-Sm,Sm0.01,667,job7,19652,-75540.174,-3.8438924282515776
Al-Sm,Sm0.01,667,job8,19652,-75609.694,-3.847429981681254
Al-Sm,Sm0.01,667,job10,19652,-75592.052,-3.8465322613474453
Al-Sm,Sm0.01,667,job2,19652,-75610.426,-3.847467229798494
Al-Sm,Sm0.01,667,job9,19652,-75614.444,-3.8476716873600654
Al-Sm,Sm0.01,667,job1,19652,-75615.509,-3.847725880317525
Al-Sm,Sm0.01,667,job4,19652,-75616.592,-3.847780989212294
Al-Sm,Sm0.01,667,job6,19652,-75539.925,-3.843879757785467
Al-Sm,Sm0.02,667,job5,19652,-76079.447,-3.8713335538367595
Al-Sm,Sm0.02,667,job3,19652,-76049.19,-3.8697939141054345
Al-Sm,Sm0.02,667,job7,19652,-76098.602,-3.872308263789945
Al-Sm,Sm0.02,667,job8,19652,-76136.333,-3.874228221046204
Al-Sm,Sm0.02,667,job10,19652,-76113.359,-3.873059179727254
Al-Sm,Sm0.02,667,job2,19652,-76146.15,-3.874727763077549
Al-Sm,Sm0.02,667,job9,19652,-76140.387,-3.8744345104823936
Al-Sm,Sm0.02,667,job1,19652,-76156.154,-3.8752368206798287
Al-Sm,Sm0.02,667,job4,19652,-76081.043,-3.8714147669448407
Al-Sm,Sm0.02,667,job6,19652,-76089.263,-3.8718330449826994
Al-Sm,Sm0.00,667,job5,19652,-75051.654,-3.819033889680439
Al-Sm,Sm0.00,667,job3,19652,-74987.25,-3.8157566659881947
Al-Sm,Sm0.00,667,job7,19652,-75087.217,-3.820843527376349
Al-Sm,Sm0.00,667,job8,19652,-75052.754,-3.819089863627112
Al-Sm,Sm0.00,667,job10,19652,-75028.208,-3.817840830449827
Al-Sm,Sm0.00,667,job2,19652,-75045.813,-3.8187366680236106
Al-Sm,Sm0.00,667,job9,19652,-75091.084,-3.821040301241604
Al-Sm,Sm0.00,667,job1,19652,-75088.281,-3.8208976694484025
Al-Sm,Sm0.00,667,job4,19652,-74982.875,-3.8155340423366577
Al-Sm,Sm0.00,667,job6,19652,-75044.663,-3.8186781498066353
Mg-Cu,Cu0.02,667,job5,19652,-29449.496,-1.4985495623855078
Mg-Cu,Cu0.02,667,job3,19652,-29451.82,-1.498667820069204
Mg-Cu,Cu0.02,667,job7,19652,-29455.955,-1.4988782312232853
Mg-Cu,Cu0.02,667,job8,19652,-29458.112,-1.4989879910441686
Mg-Cu,Cu0.02,667,job10,19652,-29453.844,-1.4987708121310808
Mg-Cu,Cu0.02,667,job2,19652,-29447.457,-1.4984458070425402
Mg-Cu,Cu0.02,667,job9,19652,-29453.932,-1.4987752900468145
Mg-Cu,Cu0.02,667,job1,19652,-29456.961,-1.498929421941787
Mg-Cu,Cu0.02,667,job4,19652,-29449.917,-1.4985709851414615
Mg-Cu,Cu0.02,667,job6,19652,-29440.948,-1.4981145939344596
Mg-Cu,Cu0.98,667,job5,19652,-67173.351,-3.418143242418074
Mg-Cu,Cu0.98,667,job3,19652,-67150.512,-3.416981070628944
Mg-Cu,Cu0.98,667,job7,19652,-67160.953,-3.4175123651536734
Mg-Cu,Cu0.98,667,job8,19652,-67166.97,-3.4178185426419705
Mg-Cu,Cu0.98,667,job10,19652,-67150.214,-3.4169659067779365
Mg-Cu,Cu0.98,667,job2,19652,-67161.567,-3.417543608792998
Mg-Cu,Cu0.98,667,job9,19652,-67161.559,-3.417543201709749
Mg-Cu,Cu0.98,667,job1,19652,-67135.631,-3.416223844901282
Mg-Cu,Cu0.98,667,job4,19652,-67152.724,-3.4170936291471605
Mg-Cu,Cu0.98,667,job6,19652,-67153.957,-3.417156370852839
Mg-Cu,Cu0.00,667,job5,19652,-28484.016,-1.44942072053735
Mg-Cu,Cu0.00,667,job3,19652,-28486.922,-1.4495685935273763
Mg-Cu,Cu0.00,667,job7,19652,-28492.119,-1.4498330449826988
Mg-Cu,Cu0.00,667,job8,19652,-28495.777,-1.4500191837980867
Mg-Cu,Cu0.00,667,job10,19652,-28496.556,-1.4500588235294118
Mg-Cu,Cu0.00,667,job2,19652,-28500.35,-1.4502518827600244
Mg-Cu,Cu0.00,667,job9,19652,-28489.138,-1.4496813555872174
Mg-Cu,Cu0.00,667,job1,19652,-28496.99,-1.4500809077956442
Mg-Cu,Cu0.00,667,job4,19652,-28489.345,-1.4496918888662733
Mg-Cu,Cu0.00,667,job6,19652,-28495.729,-1.4500167412985956
Mg-Cu,Cu0.01,667,job5,19652,-28969.459,-1.4741226847140239
Mg-Cu,Cu0.01,667,job3,19652,-28964.431,-1.4738668328923266
Mg-Cu,Cu0.01,667,job7,19652,-28965.234,-1.473907693873397
Mg-Cu,Cu0.01,667,job8,19652,-28863.228,-1.4687170771422755
Mg-Cu,Cu0.01,667,job10,19652,-28970.768,-1.4741892937105638
Mg-Cu,Cu0.01,667,job2,19652,-28964.525,-1.4738716161204968
Mg-Cu,Cu0.01,667,job9,19652,-28963.295,-1.473809027071036
Mg-Cu,Cu0.01,667,job1,19652,-28966.33,-1.473963464278445
Mg-Cu,Cu0.01,667,job4,19652,-28962.652,-1.4737763077549357
Mg-Cu,Cu0.01,667,job6,19652,-28966.885,-1.4739917056788112
Mg-Cu,Cu1.00,667,job5,19652,-67742.913,-3.4471256360675757
Mg-Cu,Cu1.00,667,job3,19652,-67708.58,-3.4453785874211276
Mg-Cu,Cu1.00,667,job7,19652,-67746.002,-3.4472828210869118
Mg-Cu,Cu1.00,667,job8,19652,-67754.957,-3.447738499898229
Mg-Cu,Cu1.00,667,job10,19652,-67747.985,-3.44738372684714
Mg-Cu,Cu1.00,667,job2,19652,-67738.65,-3.4469087115815182
Mg-Cu,Cu1.00,667,job9,19652,-67748.414,-3.4474055566863426
Mg-Cu,Cu1.00,667,job1,19652,-67760.684,-3.448029920618766
Mg-Cu,Cu1.00,667,job4,19652,-67732.696,-3.446605739873804
